char,source,text,keywords,context,count,cluster
illidan,PDFs/illidan.pdf,"“That is a pity, for the Scryers are mighty sorcerers …”
Maiev’s fists clenched. The Broken realized his mistake. “I shall speak no more on
the subject.”
“Perhaps that would be wise.” Maiev felt a brief sting of regret. She had nothing to
gain by alienating the innkeeper. “I appreciate the aid you have given me. I am a
stranger here, and a friendly guide is without price.”
“We are all strangers in this world, Maiev Shadowsong. We must help one another.”
“Is there anyone else who might help me?”
","['power', 'sacrifice']",,2,1
illidan,PDFs/illidan.pdf,"Hundreds of petitioners came and went, along with priestly servants who no doubt
belonged to the Aldor. Robed blood elves, wearing the tabard of the Scryers, stared at
her. They did not look hostile, but they did not look friendly, either. They seemed to be
wondering what she was going to do.
She made her way through the crowd, studying her surroundings. Above  her the giant
domed roof of the terrace echoed back the sounds of prayers and petitions.
It was some time before she confronted the naar",['power'],,1,1
illidan,PDFs/illidan.pdf,"“What?” The word burst from her lips before she could stop it.
“Alas, we, too, have a mission in this place. We oppos e the Burning Legion. This is
a task that takes all our resources.”
“But Illidan serves the Legion. Oppos ing him can only aid you.”
“At this moment Illidan oppos es the Legion. He is its enemy. We take advantage of
this to gather our strength.”
“At this moment he oppos es the demons. While it suits him. When it no longer does
so, he will crawl back to his masters on his belly, a",['justice'],,1,1
illidan,PDFs/illidan.pdf,"The demonic thing within him stirred, responding to Illidan’s presence with
something like hunger. It lent Vandel strength and goaded him to speak. “How can you
fight against what I saw? It is impossible.”
Impossible, impossible, impossible, whispered the voice in the back of his head. It
still sounded like his own, only clotted with hatred. The felhound had grafted itself to
his soul, and its spirit seemed able to use his mind and his memories now.
“Be quiet,” Vandel told it.
He heard the creak",['power'],,1,1
illidan,PDFs/illidan.pdf,"and tear. He bit his lip until blood flowed. He was going to kill the Betrayer. He was
going to supplant him.
He sprang forward. He heard a rustling sound. His fist smashed into something
leathery but lined with bone. A wing. Illidan’s wing. A moment later it buffeted him
from his feet. He hit the ground and rolled toward another swirling mass of light. He felt
the contact of flesh when he reached it, heard a feverish voice groan.
No dou bt about it—in some way, he was perceiving where things we",['power'],,1,1
illidan,PDFs/illidan.pdf,"homeworld.
He stood for a moment, calming his mind, listening for any internal voice that was
not his own. He heard nothing, but he knew that didn’t mean anything. He did not doubt
that the demon was still in there, waiting for the oppor tunity to break free once more.
He was aware now of the ebb and flow of energies all around. The lights were auras
of living things, some bright, some filled with energy. The brightest of all came from the
being who stood be side him.
“Is this how you see the wo",['power'],,1,1
illidan,PDFs/illidan.pdf,"castle kicked by a giant. All those fighters practicing arms outside would die when the
dreadlords came to claim the Legion’s possession. Great Sargeras, the titan who would
topple the universe, would ultimately triumph. He had been the first to see the truth.
Vandel stoppe d. Where had that come from? He had seen the fallen titan in his
vision. That must be it. Some part of Illidan’s original vision had been transferred to
him during the ritual. He knew that. But sometimes it felt as if Vandel ",['power'],,1,1
illidan,PDFs/illidan.pdf,"He told himself he was not thinking clearly, that something was affecting his mind.
Perhaps it was the aftereffects from the tattoo sorcery.
No. You are seeing clearly, for the first time in a long while. You are seeing
yourself as you are. A hollow thing that has allowed itself to be change d into that
which it hates, in search of a vengeance impossible to get. Illidan is mad. You are
mad.
The truth of that thought was incontestable. He was insane, and had been for a very
long time. He had alwa",['power'],,1,1
illidan,PDFs/illidan.pdf,"Lady Malande gave a nervous giggle. This was obviously not what she had expected
Illidan to say. “You will lead us to victory, Lord. I have every faith in you. These new
soldiers you have been forging—if they are all as strong as Varedis and Netharel and
Alandien—will surely be able to slaughter the demons.”
Illidan stared at her. She seemed particularly well informed about the demon hunters.
Had she been spying on them? Of course she had. All of his council had. They were
curious about anything",['power'],,1,1
illidan,PDFs/illidan.pdf,"* * *
THE ELEVATOR CARRIED MAIEV and Anyndra up the side of Aldor Rise. It was a low, flat
platform, and nothing visible supported it as it lifted itself into the sky. Powerful magic
was at work here. Maiev’s nightsaber growled and stayed away from the edge. The big
cat had an excellent sense of balance, but it was taking no chances of a fall from this
height.
Maiev had a tremendous view of the rooftops of the city and the great tower that
housed the Terrace of Light. It was so tall, it threaten","['power', 'justice']",lifted itself into the sky. Powerful magic was at work here.,2,1
illidan,PDFs/illidan.pdf,"* * *
THE STREETS OF SHATTRATH’S lower terrace seemed more crowded every day. More and
more refugees floode d into the city, fleeing from Illidan’s wars of conquest and the
aftermath of his losing battles with the Legion. They seemed determined to place
themselves under the protection of the Sha’tar.
Maiev glanced over her shoulder. A blood elf hurried through the street behind her,
face cowled, a scarf wound over her lower jaw. There was something in her manner
that was familiar. Perhaps she wa",['power'],,1,1
illidan,PDFs/illidan.pdf,"“What?”
“He infuses them with fel magic. Most of them die during the process, and those who
live are changed, and not for the better.”
“What do y ou mean?”
“Their bodies are saturated with evil power, and there is something in them that
reeks of the demonic.”
Horror twisted Maiev’s face. “He is transforming elves into demons.”
“Unless I miss my guess, he is remaking them in his own image. He works rituals
upon them. He supervises as they receive tattoos like his. He teaches them magic, or at
lea",['power'],"bodies are saturated with evil power, and there is something in",1,1
illidan,PDFs/illidan.pdf,"Akama shrugged. “These new creatures are powerful. I have been called upon to
heal them, and I sense strong, dark magic within them. Perhaps Illidan feels they will tip
the scales back in his favor.”
“Do you think that is possible?”
“He seems determined to create hundreds of these creatures, if not thousands. If they
are all as mighty as the ones I have seen, they could change the balance of power in
Outland. All I know is that the Betrayer is in a frenzy to recruit as many of them as
possible. ","['power', 'corruption']",shrugged. “These new creatures are powerful. I have been called upon | could change the balance of power in Outland. All I know,2,1
illidan,PDFs/illidan.pdf,"protection against the possibility, a reminder to himself of why he fought with his demon
every day. Vengeance, Son. O ne day you w ill have vengeance.
Something at the back of his mind mocked him, but for today, at least he could ignore
it.
Things had gotten worse since the supernatural part of the training started. Their
instructors, Varedis, Alandien, and Netharel, taught them how to tap the fel powers of
the demons within them, how to channel the darkest energies in creation.
In a way it was",['power'],"how to tap the fel powers of the demons within them,",1,1
illidan,PDFs/illidan.pdf,"nothing. Something in his mind adjusted his perceptions. He suspected the demon aided
him. It wanted him to master these powers, as if the more he mastered, the more
vulnerable he became to the temptations the demon put before him.
No matter. He wanted the strength. He was glad he could see. He was glad he could
hear better than any elf had a right to. He was glad he was strong as an ogre and swifter
than a nightsaber. His appearance reflected the changes. He could extend claws from his
fingerti",['power'],"wanted him to master these powers, as if the more he",1,1
illidan,PDFs/illidan.pdf,"powers, those attributes seemed even more pronounced. The scythe impacted on
Vandel’s biceps with numbing force.
“If this were a real fight, you would have lost your arm,” Ravael taunted.
Anger surged deep within Vandel. That had not been fair. He dismissed the thought.
In combat, no demon would give him a fair chance. “In a real fight, I would come and
tear your heart out.”
He meant the words to sound mocking, but they came out utterly serious, and he
knew, even as they left his lips, that he m",['power'],"powers, those attributes seemed even more",1,1
illidan,PDFs/illidan.pdf,"and Ravael was intent upon using them.
No one made any move to intervene. Spectators licked their lips. Varedis made a
careless gesture, indicating that the fight should continue. He looked more interested
than worried by this latest development. The scythes flicked out. More blood flowed.
Ravael smiled. White fangs became visible within his shadowy outline. “This time I
will win.”
No one was going to intervene as long as Ravael did not leave the circle. Vandel
could step outside it himself and ",['power'],,1,1
illidan,PDFs/illidan.pdf,"CHAPTER FOURTEEN
Three Months Before the Fall
ILLIDAN TOOK NINE PACES ACROSS THE FLOOR of his chamber, turned, and took nine paces
back. He felt calmer now. His thoughts returned to Akama. That the Broken had
conspired with Maiev Shadowsong had almost cost the Ashtongue leader his life.
Maiev, of all elves! Illidan would have rewarded his treachery with death, but he still
needed Akama and his people, so he had devised another and better punishment. That
thought gave him considerable satisfactio",['power'],,1,1
illidan,PDFs/illidan.pdf,"Excitement grew within him. Finally, at long last, he saw the pattern. The old
warlock had been right. There were complex weaves of power. A mesh that fed upon
itself and drew energy from the land and air around it. It held the portals open against
the natural inclination of reality to force them shut. It opened pathways among dozens of
worlds. Some of the arcs were incomplete. He knew they must go somewhere. Given
what he knew about the forces involved, he could work out their eventual terminat","['power', 'sacrifice']",There were complex weaves of power. A mesh that fed upon,2,1
illidan,PDFs/illidan.pdf,"Long practice in alchemy let him identify the individual components. Doomguard
bone, ground with a mortar and pestle carved from the skeleton of a dragon; powdered
felhound blood; distilled essence of felweed; a thousand different items. All chosen to
activate key sections of his sorcerer’s mind and free his soul.
Ancient hungers tugged, tempting him to bathe in those evil energies. His skin
tingled. The hair on his scalp rose. His tongue felt thick. Power flowed into him. So
much power. He felt",['power'],flowed into him. So much power. He felt | rose. His tongue felt thick. Power flowed into him. So much,1,1
illidan,PDFs/illidan.pdf,"dead kelp rotted on the surface. The corpses of merfolk were entwined around them.
The cadavers of creatures the size of cities decomposed on the ocean floor, surrounded
by the skeletons of the aquatic armies that had once guarded them. Nothing lived, not
even the smallest particle of plankton. The air itself was turning poisonous without
plants to purify it and keep it alive. He passed through another portal.
A world of deserts and fire. Here and there he came upon the bones of wandering
tribes",['power'],,1,1
